,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
194,41,Federal-gov,130760,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,24,United-States,<=50K,37-41,Без детей,0.2926154468421478
195,23,Private,197387,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0.0,0.0,40,Mexico,<=50K,22-26,Без детей,0.13398107894268546
196,36,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.25290233399182743
197,40,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084.0,0.0,55,United-States,>50K,37-41,Без детей,0.1843589860475051
198,35,Private,138992,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298.0,0.0,40,United-States,>50K,32-36,Без детей,0.28484146969826796
199,24,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.17184794296119796
200,26,Private,397317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,40,United-States,<=50K,22-26,Без детей,0.29582505714459184
202,51,Private,259323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,United-States,>50K,47-51,Без детей,0.22281648311212898
203,42,Local-gov,254817,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1340.0,40,United-States,<=50K,42-46,Без детей,0.3548151972968163
204,37,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35,United-States,<=50K,37-41,Без детей,0.16300502659503838
205,18,Private,140164,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.711855924252062
206,36,Private,128757,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298.0,0.0,36,United-States,>50K,32-36,Без детей,0.15723364509774138
207,35,Private,36270,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,60,United-States,<=50K,32-36,Без детей,0.35192646838685504
208,58,Self-emp-inc,210563,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024.0,0.0,35,United-States,>50K,57-61,Без детей,0.34056144481143547
209,17,Private,65368,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,12,United-States,<=50K,17-21,С детьми,0.6919059906516374
210,44,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.288396171048203
211,37,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.32613332804829176
212,35,Private,153790,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.26324819478387096
213,60,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.2571161388054416
214,54,Self-emp-inc,125417,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.1880445498161084
215,37,Private,635913,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,60,United-States,>50K,37-41,Без детей,0.1523446642734158
216,50,Private,313321,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.34533178190879843
217,38,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,Poland,<=50K,37-41,Без детей,0.3461003337191993
218,45,Private,109434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55,United-States,<=50K,42-46,Без детей,0.2819443497455843
219,25,Private,255004,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.21136714985168817
220,31,Private,197860,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.21381029790703862
222,90,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0.0,2206.0,40,United-States,<=50K,67+,Без детей,0.30422936292885744
223,54,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20,United-States,<=50K,52-56,Без детей,0.3453064623886185
224,53,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35,United-States,<=50K,52-56,Без детей,0.3429007418236282
225,18,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.8171701310058297
227,66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409.0,0.0,50,United-States,<=50K,62-66,Без детей,0.2840875950770291
228,75,Private,314209,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20,Columbia,<=50K,67+,Без детей,0.15019359159881174
229,65,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,62-66,Без детей,0.1687908913827073
230,35,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,3674.0,0.0,40,United-States,<=50K,32-36,Без детей,0.345653005246499
231,41,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,38,United-States,<=50K,37-41,Без детей,0.27554297431830155
232,25,Private,159732,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,42,United-States,<=50K,22-26,Без детей,0.13220729238799112
233,33,Private,110978,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.1543531702878477
234,28,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55,United-States,>50K,27-31,Без детей,0.28924042458593335
235,59,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.13121478012309248
236,40,State-gov,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38,United-States,<=50K,37-41,Без детей,0.16859393234019968
237,41,Private,180138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,Iran,>50K,37-41,Без детей,0.26169610944798066
238,38,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70,United-States,>50K,37-41,Без детей,0.2960548474462464
239,23,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7864707022806241
240,40,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.18382463427053436
241,41,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20,United-States,<=50K,37-41,Без детей,0.30092301312340863
242,24,State-gov,273905,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50,United-States,<=50K,22-26,Без детей,0.18693978099923203
244,38,Private,179488,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1741.0,40,United-States,<=50K,37-41,Без детей,0.20809592755822426
246,58,Private,236596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45,United-States,>50K,57-61,Без детей,0.3091579372283258
247,32,Private,183916,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,34,United-States,<=50K,32-36,Без детей,0.2859118957713315
248,40,Private,207578,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1977.0,60,United-States,>50K,37-41,Без детей,0.3338136185186027
250,41,Private,112763,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.2878270941520824
251,42,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2663940648005132
252,59,Local-gov,171328,10th,6,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,30,United-States,<=50K,57-61,Без детей,0.1524819442787422
253,19,Local-gov,27382,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7182517927342641
254,58,Private,259014,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20,United-States,<=50K,57-61,Без детей,0.1936485682436141
255,42,Self-emp-not-inc,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Cambodia,>50K,42-46,Без детей,0.18855751441098006
256,20,Private,117789,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.8635225331405869
257,32,Private,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,30,United-States,<=50K,32-36,Без детей,0.2243434539200225
258,45,Private,187666,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K,42-46,Без детей,0.34409117324250715
259,50,Private,204518,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.2814732702393431
260,36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8207547128499957
261,45,Private,98092,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60,United-States,<=50K,42-46,Без детей,0.2506329023452461
262,17,Private,245918,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12,United-States,<=50K,17-21,С детьми,0.7684569323103262
263,59,Private,146013,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4064.0,0.0,40,United-States,<=50K,57-61,Без детей,0.24820424651652734
264,26,Private,378322,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.17685831707153069
265,37,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,75,Thailand,>50K,37-41,Без детей,0.30338850766276126
267,64,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,62-66,Без детей,0.1973853669858054
268,33,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.13583583194354892
269,33,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.2849133510177203
270,61,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,57-61,Без детей,0.17250656305769174
271,17,Private,191260,9th,5,Never-married,Other-service,Own-child,White,Male,1055.0,0.0,24,United-States,<=50K,17-21,С детьми,0.8557100602446994
272,50,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407.0,0.0,98,United-States,<=50K,47-51,Без детей,0.35894285848062096
273,27,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,35,United-States,<=50K,27-31,С детьми,0.8495674536529076
274,30,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.7188380880613067
275,43,Private,477983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.13370958796692817
276,44,Private,170924,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,40,United-States,>50K,42-46,Без детей,0.35279645502105406
277,35,Private,190174,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.23276419559615544
278,25,Private,193787,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8619971565704807
279,24,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298.0,0.0,48,United-States,>50K,22-26,Без детей,0.3612687945014207
280,22,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15,Germany,<=50K,22-26,Без детей,0.3347222693121664
281,42,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178.0,0.0,40,United-States,>50K,42-46,Без детей,0.20066773409670058
282,34,Private,175413,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.22242345486446208
283,60,Private,173960,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,42,United-States,<=50K,57-61,Без детей,0.3342728011640457
284,21,Private,205759,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.7060612812375067
285,57,Federal-gov,425161,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40,United-States,>50K,57-61,Без детей,0.1706782592046622
286,41,Private,220531,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,>50K,37-41,Без детей,0.26363230299000406
287,50,Private,176609,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,47-51,Без детей,0.35467714579858745
288,25,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.29704715120199354
289,50,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Ecuador,<=50K,47-51,Без детей,0.2668146808214476
290,36,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,<=50K,32-36,Без детей,0.15332235850498444
291,31,Private,127595,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2776017344078007
292,29,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,56,United-States,<=50K,27-31,Без детей,0.3676129240250232
293,21,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,45,United-States,<=50K,17-21,С детьми,0.6636201636567658
294,27,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2543991165672968
295,65,Private,111095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,16,United-States,<=50K,62-66,Без детей,0.34056953726270933
296,37,Self-emp-inc,57424,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,60,United-States,<=50K,37-41,Без детей,0.307784468261009
298,24,Private,278130,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7972837778388643
299,38,Private,169469,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,80,United-States,<=50K,37-41,Без детей,0.29859618015690625
300,48,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688.0,0.0,40,United-States,>50K,47-51,Без детей,0.21627787629274126
301,21,Private,153718,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,25,United-States,<=50K,17-21,Без детей,0.20046204262347841
302,31,Private,217460,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45,United-States,>50K,27-31,Без детей,0.32424667731484325
303,55,Private,238638,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4386.0,0.0,40,United-States,>50K,52-56,Без детей,0.3244272147230034
304,24,Private,303296,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40,Laos,<=50K,22-26,Без детей,0.3380973564592249
305,43,Private,173321,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.3491777326135531
306,26,Private,193945,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,22-26,Без детей,0.2527221757266251
307,46,Private,83082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,33,United-States,<=50K,42-46,Без детей,0.2503639107249279
308,35,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,>50K,32-36,Без детей,0.321590842952026
309,41,Self-emp-inc,34987,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,54,United-States,>50K,37-41,Без детей,0.28599134338666365
310,26,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.2984720505418488
