Возраст;Работа;Семейный статус;Образование;Кредитный дефолт;Ипотека;Займ;Контакт;Месяц;День недели;Длительность;Кампания;День;Предыдущий контакт;Доходность;Колебание уровня безработицы;Индекс потребительских цен;Индекс потребительской уверенности;Европейская межбанковская ставка;Количество сотрудников в компании;y
53;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;144;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
53;Обслуживающий персонал;Женат / замужем;Базовое (9 классов);Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;148;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
53;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;629;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
54;Техник;Разведен(-а);Высшая школа;Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;86;4;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
54;Голубой воротничок;Женат / замужем;Неизвестно;Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;143;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
54;Техник;Женат / замужем;Профессиональный курс;Неизвестно;Нет;Да;Сотовый телефон;Август;Понедельник;281;3;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
54;Техник;Женат / замужем;Профессиональный курс;Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;365;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
54;Техник;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Август;Понедельник;652;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Да
55;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Городской телефон;Август;Понедельник;94;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
55;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Сотовый телефон;Август;Понедельник;149;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
56;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Неизвестно;Неизвестно;Сотовый телефон;Август;Понедельник;68;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
56;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;178;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
56;Менеджер;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Сотовый телефон;Август;Понедельник;240;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
56;Пенсионер;Женат / замужем;Университетская степень;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;270;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Неизвестно;Женат / замужем;Неизвестно;Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;81;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Менеджер;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;86;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;91;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Да;Нет;Городской телефон;Август;Понедельник;96;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;108;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Менеджер;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;166;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;177;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
57;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;958;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Август;Понедельник;190;3;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Пенсионер;Женат / замужем;Профессиональный курс;Неизвестно;Нет;Нет;Сотовый телефон;Август;Понедельник;244;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Пенсионер;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;302;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Домохозяйка;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;328;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Пенсионер;Женат / замужем;Профессиональный курс;Неизвестно;Да;Нет;Сотовый телефон;Август;Понедельник;410;4;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Август;Понедельник;436;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;498;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
58;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Сотовый телефон;Август;Понедельник;846;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Да
59;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;357;3;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
59;Пенсионер;Женат / замужем;Высшая школа;Нет;Да;Нет;Сотовый телефон;Август;Понедельник;370;2;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
60;Пенсионер;Женат / замужем;Базовое (6 классов);Нет;Нет;Нет;Сотовый телефон;Август;Понедельник;79;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
60;Пенсионер;Женат / замужем;Университетская степень;Неизвестно;Нет;Нет;Сотовый телефон;Август;Понедельник;144;1;999;0;Отсутствует;1.4;93.444;-36.1;4.97;5228.1;Нет
